Unnamed: 0,character,emphasis,volume,part,chapter,value,paragraph,token,lemma,concept,totalpart
122,Pierre,"В конце января Пьер приехал в Москву и поселился в уцелевшем флигеле. Он съездил к графу Растопчину, к некоторым знакомым, вернувшимся в Москву, и собирался на третий день ехать в Петербург. Все торжествовали победу; все кипело жизнью в разоренной и оживающей столице. Пьеру все были РАДЫ; все желали видеть его, и все расспрашивали его про то, что он видел. Пьер чувствовал себя особенно дружелюбно расположенным ко всем людям, которых он встречал; но невольно теперь он держал себя со всеми людьми настороже, так, чтобы не связать себя чем-нибудь. Он на все вопросы, которые ему делали, — важные или самые ничтожные, — отвечал одинаково неопределенно; спрашивали ли у него: где он будет жить? будет ли он строиться? когда он едет в Петербург и возьмется ли он свезти ящичек? — он отвечал: да, может быть, я думаю, и т. д.",Том четвертый,Часть четвертая,XV,328,"В конце января Пьер приехал в Москву и поселился в уцелевшем флигеле. Он съездил к графу Растопчину, к некоторым знакомым, вернувшимся в Москву, и собирался на третий день ехать в Петербург. Все торжествовали победу; все кипело жизнью в разоренной и оживающей столице. Пьеру все были рады; все желали видеть его, и все расспрашивали его про то, что он видел. Пьер чувствовал себя особенно дружелюбно расположенным ко всем людям, которых он встречал; но невольно теперь он держал себя со всеми людьми настороже, так, чтобы не связать себя чем-нибудь. Он на все вопросы, которые ему делали, — важные или самые ничтожные, — отвечал одинаково неопределенно; спрашивали ли у него: где он будет жить? будет ли он строиться? когда он едет в Петербург и возьмется ли он свезти ящичек? — он отвечал: да, может быть, я думаю, и т. д.",рады,рад,радость,15
125,Pierre,"«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение РАДОСТИ и страха охватило его душу.",Том четвертый,Часть четвертая,XV,328,"«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение радости и страха охватило его душу.",радости,радость,радость,15
126,Pierre,"На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство счастья. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу РАДОСТЬЮ.",Том четвертый,Часть четвертая,XVIII,331,"На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство счастья. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу радостью.",радостью,радость,радость,15
127,Pierre,"Радостное, неожиданное сумасшествие, к которому Пьер считал себя неспособным, овладело им. Весь смысл жизни, не для него одного, но для всего мира, казался ему заключающимся только в его любви и в возможности ее любви к нему. Иногда все люди казались ему занятыми только одним — его будущим счастьем. Ему казалось иногда, что все они радуются так же, как и он сам, и только стараются скрыть эту РАДОСТЬ, притворяясь занятыми другими интересами. В каждом слове и движении он видел намеки на свое счастье. Он часто удивлял людей, встречавшихся с ним, своими значительными, выражавшими тайное согласие, счастливыми взглядами и улыбками. Но когда он понимал, что люди могли не знать про его счастье, он от всей души жалел их и испытывал желание как-нибудь объяснить им, что все то, чем они заняты, есть совершенный вздор и пустяки, не стоящие внимания.",Том четвертый,Часть четвертая,XIX,332,"Радостное, неожиданное сумасшествие, к которому Пьер считал себя неспособным, овладело им. Весь смысл жизни, не для него одного, но для всего мира, казался ему заключающимся только в его любви и в возможности ее любви к нему. Иногда все люди казались ему занятыми только одним — его будущим счастьем. Ему казалось иногда, что все они радуются так же, как и он сам, и только стараются скрыть эту радость, притворяясь занятыми другими интересами. В каждом слове и движении он видел намеки на свое счастье. Он часто удивлял людей, встречавшихся с ним, своими значительными, выражавшими тайное согласие, счастливыми взглядами и улыбками. Но когда он понимал, что люди могли не знать про его счастье, он от всей души жалел их и испытывал желание как-нибудь объяснить им, что все то, чем они заняты, есть совершенный вздор и пустяки, не стоящие внимания.",радость,радость,радость,15
128,Pierre,"После семи лет супружества Пьер чувствовал РАДОСТНОЕ, твердое сознание того, что он не дурной человек, и чувствовал он это потому, что он видел себя отраженным в своей жене. В себе он чувствовал все хорошее и дурное смешанным и затемнявшим одно другое. Но на жене его отражалось только то, что было истинно хорошо: все не совсем хорошее было откинуто. И отражение это произошло не путем логической мысли, а другим — таинственным, непосредственным отражением.",Эпилог,Часть первая,X,343,"После семи лет супружества Пьер чувствовал радостное, твердое сознание того, что он не дурной человек, и чувствовал он это потому, что он видел себя отраженным в своей жене. В себе он чувствовал все хорошее и дурное смешанным и затемнявшим одно другое. Но на жене его отражалось только то, что было истинно хорошо: все не совсем хорошее было откинуто. И отражение это произошло не путем логической мысли, а другим — таинственным, непосредственным отражением.",радостное,радостный,радость,16
131,Pierre,"Пьер знал, что он не виноват, потому что ему нельзя было приехать раньше; знал, что этот взрыв с ее стороны неприличен, и знал, что через две минуты это пройдет; он знал, главное, что ему самому было весело и РАДОСТНО. Он бы хотел улыбнуться, но и не посмел подумать об этом. Он сделал жалкое, испуганное лицо и согнулся.",Эпилог,Часть первая,XI,344,"Пьер знал, что он не виноват, потому что ему нельзя было приехать раньше; знал, что этот взрыв с ее стороны неприличен, и знал, что через две минуты это пройдет; он знал, главное, что ему самому было весело и радостно. Он бы хотел улыбнуться, но и не посмел подумать об этом. Он сделал жалкое, испуганное лицо и согнулся.",радостно,радостно,радость,16
132,Pierre,"Так приезд Пьера было РАДОСТНОЕ, важное событие, и таким оно отразилось на всех.",Эпилог,Часть первая,XII,345,"Так приезд Пьера было радостное, важное событие, и таким оно отразилось на всех.",радостное,радостный,радость,16
134,Pierre,"Гости были РАДЫ Пьеру, как человеку, всегда оживлявшему и сплочавшему всякое общество.",Эпилог,Часть первая,XII,345,"Гости были рады Пьеру, как человеку, всегда оживлявшему и сплочавшему всякое общество.",рады,рад,радость,16
135,Pierre,"Разговор вертелся на той современной сплетне из высшего управления, в которой большинство людей видит обыкновенно самый важный интерес внутренней политики. Денисов, недовольный правительством за свои неудачи по службе, с РАДОСТЬЮ узнавал все глупости, которые, по его мнению, делались теперь в Петербурге, и в сильных и резких выражениях делал свои замечания на слова Пьера.",Эпилог,Часть первая,XIV,347,"Разговор вертелся на той современной сплетне из высшего управления, в которой большинство людей видит обыкновенно самый важный интерес внутренней политики. Денисов, недовольный правительством за свои неудачи по службе, с радостью узнавал все глупости, которые, по его мнению, делались теперь в Петербурге, и в сильных и резких выражениях делал свои замечания на слова Пьера.",радостью,радость,радость,16
137,Pierre,"Еще более РАДОСТНО-восторженно смотрел на Пьера забытый всеми мальчик с тонкой шеей, выходившей из отложных воротничков. Всякое слово Пьера жгло его сердце, и он нервным движением пальцев ломал — сам не замечая этого — попадавшиеся ему в руки сургучи и перья на столе дяди.",Эпилог,Часть первая,XIV,347,"Еще более радостно-восторженно смотрел на Пьера забытый всеми мальчик с тонкой шеей, выходившей из отложных воротничков. Всякое слово Пьера жгло его сердце, и он нервным движением пальцев ломал — сам не замечая этого — попадавшиеся ему в руки сургучи и перья на столе дяди.",радостно,радостно,радость,16
139,Pierre,"В это же время внизу, в отделении Николеньки Болконского, в его спальне, как всегда, горела лампадка (мальчик боялся темноты, и его не могли отучить от этого недостатка). Десаль спал высоко на своих четырех подушках, и его римский нос издавал равномерные звуки храпенья. Николенька, только что проснувшись, в холодном поту, с широко раскрытыми глазами, сидел на своей постели и смотрел перед собой. Страшный сон разбудил его. Он видел во сне себя и Пьера в касках — таких, которые были нарисованы в издании Плутарха. Они с дядей Пьером шли впереди огромного войска. Войско это было составлено из белых косых линий, наполнявших воздух подобно тем паутинам, которые летают осенью и которые Десаль называл le fil de la Vierge 2. Впереди была слава, такая же, как и эти нити, но только несколько плотнее. Они — он и Пьер — неслись легко и РАДОСТНО все ближе и ближе к цели. Вдруг нити, которые двигали их, стали ослабевать, путаться; стало тяжело. И дядя Николай Ильич остановился перед ними в грозной и строгой позе.",Эпилог,Часть первая,XVI,349,"В это же время внизу, в отделении Николеньки Болконского, в его спальне, как всегда, горела лампадка (мальчик боялся темноты, и его не могли отучить от этого недостатка). Десаль спал высоко на своих четырех подушках, и его римский нос издавал равномерные звуки храпенья. Николенька, только что проснувшись, в холодном поту, с широко раскрытыми глазами, сидел на своей постели и смотрел перед собой. Страшный сон разбудил его. Он видел во сне себя и Пьера в касках — таких, которые были нарисованы в издании Плутарха. Они с дядей Пьером шли впереди огромного войска. Войско это было составлено из белых косых линий, наполнявших воздух подобно тем паутинам, которые летают осенью и которые Десаль называл le fil de la Vierge 2. Впереди была слава, такая же, как и эти нити, но только несколько плотнее. Они — он и Пьер — неслись легко и радостно все ближе и ближе к цели. Вдруг нити, которые двигали их, стали ослабевать, путаться; стало тяжело. И дядя Николай Ильич остановился перед ними в грозной и строгой позе.",радостно,радостно,радость,16
140,Pierre,"— Знаете что! — сказал Пьер, как будто ему пришла неожиданно СЧАСТЛИВАЯ мысль, — серьезно, я давно это думал. С этою жизнью я ничего не могу ни решить, ни обдумать. Голова болит, денег нет. Нынче он меня звал, я не поеду.",Том первый,Часть первая,VI,6,"— Знаете что! — сказал Пьер, как будто ему пришла неожиданно счастливая мысль, — серьезно, я давно это думал. С этою жизнью я ничего не могу ни решить, ни обдумать. Голова болит, денег нет. Нынче он меня звал, я не поеду.",счастливая,счастливый,счастье,1
141,Pierre,"— Не правда ли, она восхитительна? — сказала она Пьеру, указывая на отплывающую величавую красавицу. — Et quelle tenue! 9 Для такой молодой девушки и такой такт, такое мастерское уменье держать себя! Это происходит от сердца! СЧАСТЛИВ будет тот, чьей она будет! С нею самый несветский муж будет невольно и без труда занимать блестящее место в свете! Не правда ли? Я только хотела знать ваше мнение. — И Анна Павловна отпустила Пьера.",Том первый,Часть третья,I,47,"— Не правда ли, она восхитительна? — сказала она Пьеру, указывая на отплывающую величавую красавицу. — Et quelle tenue! 9 Для такой молодой девушки и такой такт, такое мастерское уменье держать себя! Это происходит от сердца! Счастлив будет тот, чьей она будет! С нею самый несветский муж будет невольно и без труда занимать блестящее место в свете! Не правда ли? Я только хотела знать ваше мнение. — И Анна Павловна отпустила Пьера.",Счастлив,счастливый,счастье,3
143,Pierre,"Среди тех ничтожно мелких, искусственных интересов, которые связывали это общество, попало простое чувство стремления красивых и здоровых молодых мужчины и женщины друг к другу. И это человеческое подавило все и парило над всем их искусственным лепетом. Шутки были невеселы, новости не интересны, оживление — очевидно поддельно. Не только они, но лакеи, служившие за столом, казалось, чувствовали то же и забывали порядок службы, заглядываясь на красавицу Элен с ее сияющим лицом и на это красное, толстое, счастливое и беспокойное лицо Пьера. Казалось, и огни свечей сосредоточены были только на этих двух СЧАСТЛИВЫХ лицах.",Том первый,Часть третья,II,48,"Среди тех ничтожно мелких, искусственных интересов, которые связывали это общество, попало простое чувство стремления красивых и здоровых молодых мужчины и женщины друг к другу. И это человеческое подавило все и парило над всем их искусственным лепетом. Шутки были невеселы, новости не интересны, оживление — очевидно поддельно. Не только они, но лакеи, служившие за столом, казалось, чувствовали то же и забывали порядок службы, заглядываясь на красавицу Элен с ее сияющим лицом и на это красное, толстое, счастливое и беспокойное лицо Пьера. Казалось, и огни свечей сосредоточены были только на этих двух счастливых лицах.",счастливых,счастливый,счастье,3
144,Pierre,"То вдруг ему становилось стыдно что-то. Ему неловко было, что он один занимает внимание всех, что он счастливец в глазах других, что он, с своим некрасивым лицом, какой-то Парис, обладающий Еленой. «Но, верно, это всегда так бывает и так надо, — утешал он себя. — И, впрочем, что же я сделал для этого? Когда это началось? Из Москвы я поехал вместе с князем Васильем. Тут еще ничего не было. Потом, отчего Же мне было у него не остановиться? Потом я играл с ней в карты и поднял ее ридикюль, ездил с ней кататься. Когда же это началось, когда это все сделалось?» И вот он сидит подле нее женихом; слышит, видит, чувствует ее близость, ее дыхание, ее движения, ее красоту. То вдруг ему кажется, что это не она, а он сам так необыкновенно красив, что оттого-то и смотрят так на него, и он, счастливый общим удивлением, выпрямляет грудь, поднимает голову и радуется своему СЧАСТИЮ. Вдруг какой-то голос, чей-то знакомый голос, слышится и говорит ему что-то другой раз. Но Пьер так занят, что не понимает того, что говорят ему.",Том первый,Часть третья,II,48,"То вдруг ему становилось стыдно что-то. Ему неловко было, что он один занимает внимание всех, что он счастливец в глазах других, что он, с своим некрасивым лицом, какой-то Парис, обладающий Еленой. «Но, верно, это всегда так бывает и так надо, — утешал он себя. — И, впрочем, что же я сделал для этого? Когда это началось? Из Москвы я поехал вместе с князем Васильем. Тут еще ничего не было. Потом, отчего Же мне было у него не остановиться? Потом я играл с ней в карты и поднял ее ридикюль, ездил с ней кататься. Когда же это началось, когда это все сделалось?» И вот он сидит подле нее женихом; слышит, видит, чувствует ее близость, ее дыхание, ее движения, ее красоту. То вдруг ему кажется, что это не она, а он сам так необыкновенно красив, что оттого-то и смотрят так на него, и он, счастливый общим удивлением, выпрямляет грудь, поднимает голову и радуется своему счастию. Вдруг какой-то голос, чей-то знакомый голос, слышится и говорит ему что-то другой раз. Но Пьер так занят, что не понимает того, что говорят ему.",счастию,счастие,счастье,3
145,Pierre,"От ужина Пьер повел свою даму за другими в гостиную. Гости стали разъезжаться, и некоторые уезжали, не простившись с Элен. Как будто не желая отрывать ее от ее серьезного занятия, некоторые подходили на минуту и скорее отходили, запрещая ей провожать себя. Дипломат грустно молчал, выходя из гостиной. Ему представлялась вся тщета его дипломатической карьеры в сравнении с СЧАСТИЕМ Пьера. Старый генерал сердито проворчал на свою жену, когда она спросила его о состоянии его ноги. «Эка, старая дура, — подумал он. — Вот Елена Васильевна, так та и в пятьдесят лет красавица будет».",Том первый,Часть третья,II,48,"От ужина Пьер повел свою даму за другими в гостиную. Гости стали разъезжаться, и некоторые уезжали, не простившись с Элен. Как будто не желая отрывать ее от ее серьезного занятия, некоторые подходили на минуту и скорее отходили, запрещая ей провожать себя. Дипломат грустно молчал, выходя из гостиной. Ему представлялась вся тщета его дипломатической карьеры в сравнении с счастием Пьера. Старый генерал сердито проворчал на свою жену, когда она спросила его о состоянии его ноги. «Эка, старая дура, — подумал он. — Вот Елена Васильевна, так та и в пятьдесят лет красавица будет».",счастием,счастие,счастье,3
146,Pierre,"Пьер во время проводов гостей долго оставался один с Элен в маленькой гостиной, где они сидели. Он часто и прежде, в последние полтора месяца, оставался один с Элен, но никогда не говорил ей о любви. Теперь он чувствовал, что это было необходимо, но он никак не мог решиться на этот последний шаг. Ему было стыдно; ему казалось, что тут, подле Элен, он занимает чье-то чужое место. «Не для тебя это СЧАСТЬЕ, — говорил ему какой-то внутренний голос. — Это СЧАСТЬЕ для тех, у кого нет того, что есть у тебя». Но надо было сказать что-нибудь, и он заговорил. Он спросил у нее, довольна ли она нынешним вечером? Она, как и всегда, с простотой своей отвечала, что нынешние именины были для нее одними из самых приятных.",Том первый,Часть третья,II,48,"Пьер во время проводов гостей долго оставался один с Элен в маленькой гостиной, где они сидели. Он часто и прежде, в последние полтора месяца, оставался один с Элен, но никогда не говорил ей о любви. Теперь он чувствовал, что это было необходимо, но он никак не мог решиться на этот последний шаг. Ему было стыдно; ему казалось, что тут, подле Элен, он занимает чье-то чужое место. «Не для тебя это счастье, — говорил ему какой-то внутренний голос. — Это счастье для тех, у кого нет того, что есть у тебя». Но надо было сказать что-нибудь, и он заговорил. Он спросил у нее, довольна ли она нынешним вечером? Она, как и всегда, с простотой своей отвечала, что нынешние именины были для нее одними из самых приятных.",счастье,счастие,счастье,3
147,Pierre,"Через полтора месяца он был обвенчан и поселился, как говорили, СЧАСТЛИВЫМ обладателем красавицы жены и миллионов в большом петербургском, заново отделанном доме графов Безуховых.",Том первый,Часть третья,II,48,"Через полтора месяца он был обвенчан и поселился, как говорили, счастливым обладателем красавицы жены и миллионов в большом петербургском, заново отделанном доме графов Безуховых.",счастливым,счастливый,счастье,3
149,Pierre,"«Но в чем же я виноват? — спрашивал он. — В том, что ты женился, не любя ее, в том, что ты обманул и себя и ее, — и ему живо представилась та минута после ужина у князя Василья, когда он сказал эти не выходившие из него слова: „Je vous aime“ 1. Всё от этого? Я и тогда чувствовал, — думал он, — я чувствовал тогда, что это было не то, что я не имел на это права. Так и вышло». Он вспомнил медовый месяц и покраснел при этом воспоминании. Особенно живо, оскорбительно и постыдно было для него воспоминание о том, как однажды, вскоре после своей женитьбы, он в двенадцатом часу дня, в шелковом халате, пришел из спальни в кабинет и в кабинете застал главного управляющего, который почтительно поклонился, поглядел на лицо Пьера, на его халат и слегка улыбнулся, как бы выражая этой улыбкой почтительное сочувствие СЧАСТИЮ своего принципала.",Том второй,Часть первая,VI,71,"«Но в чем же я виноват? — спрашивал он. — В том, что ты женился, не любя ее, в том, что ты обманул и себя и ее, — и ему живо представилась та минута после ужина у князя Василья, когда он сказал эти не выходившие из него слова: „Je vous aime“ 1. Всё от этого? Я и тогда чувствовал, — думал он, — я чувствовал тогда, что это было не то, что я не имел на это права. Так и вышло». Он вспомнил медовый месяц и покраснел при этом воспоминании. Особенно живо, оскорбительно и постыдно было для него воспоминание о том, как однажды, вскоре после своей женитьбы, он в двенадцатом часу дня, в шелковом халате, пришел из спальни в кабинет и в кабинете застал главного управляющего, который почтительно поклонился, поглядел на лицо Пьера, на его халат и слегка улыбнулся, как бы выражая этой улыбкой почтительное сочувствие счастию своего принципала.",счастию,счастие,счастье,4
150,Pierre,"Масон внимательно посмотрел на Пьера и улыбнулся, как улыбнулся бы богач, державший в руках миллионы, бедняку, который бы сказал ему, что нет у него, у бедняка, пяти рублей, могущих сделать его СЧАСТИЕ.",Том второй,Часть вторая,II,83,"Масон внимательно посмотрел на Пьера и улыбнулся, как улыбнулся бы богач, державший в руках миллионы, бедняку, который бы сказал ему, что нет у него, у бедняка, пяти рублей, могущих сделать его счастие.",счастие,счастие,счастье,5
151,Pierre,"Главноуправляющий, весьма глупый и хитрый человек, совершенно понимая умного и наивного графа и играя им, как игрушкой, увидав действие, произведенное на Пьера приготовленными приемами, решительнее обратился к нему с доводами о невозможности и, главное, ненужности освобождения крестьян, которые и без того были совершенно СЧАСТЛИВЫ.",Том второй,Часть вторая,X,91,"Главноуправляющий, весьма глупый и хитрый человек, совершенно понимая умного и наивного графа и играя им, как игрушкой, увидав действие, произведенное на Пьера приготовленными приемами, решительнее обратился к нему с доводами о невозможности и, главное, ненужности освобождения крестьян, которые и без того были совершенно счастливы.",счастливы,счастливый,счастье,5
152,Pierre,"В самом СЧАСТЛИВОМ состоянии духа возвращаясь из своего южного путешествия, Пьер исполнил свое давнишнее намерение — заехать к своему другу Болконскому, которого он не видал два года.",Том второй,Часть вторая,XI,92,"В самом счастливом состоянии духа возвращаясь из своего южного путешествия, Пьер исполнил свое давнишнее намерение — заехать к своему другу Болконскому, которого он не видал два года.",счастливом,счастливый,счастье,5
153,Pierre,"— Вы шутите, — все более и более оживляясь говорил Пьер. — Какое же может быть заблуждение и зло в том, что я желал (очень мало и дурно исполнил), но желал сделать добро, да и сделал хотя кое-что? Какое же может быть зло, что несчастные люди, наши мужики, люди так же, как мы, вырастающие и умирающие без другого понятия о Боге и правде, как образ и бессмысленная молитва, будут поучаться в утешительных верованиях будущей жизни, возмездия, награды, утешения? Какое же зло и заблуждение в том, что люди умирают от болезни без помощи, когда так легко материально помочь им, и я им дам лекаря, и больницу, и приют старику? И разве не ощутительное, не несомненное благо то, что мужик, баба с ребенком не имеют дни и ночи покоя, а я дам им отдых и досуг?.. — говорил Пьер, торопясь и шепелявя. — И я это сделал, хоть плохо, хоть немного, но сделал кое-что для этого, и вы не только меня не разуверите в том, что то, что я сделал, хорошо, но и не разуверите, чтобы вы сами этого не думали. А главное, — продолжал Пьер, — я вот что знаю, и знаю верно, что наслаждение делать это добро есть единственное верное СЧАСТИЕ жизни.",Том второй,Часть вторая,XI,92,"— Вы шутите, — все более и более оживляясь говорил Пьер. — Какое же может быть заблуждение и зло в том, что я желал (очень мало и дурно исполнил), но желал сделать добро, да и сделал хотя кое-что? Какое же может быть зло, что несчастные люди, наши мужики, люди так же, как мы, вырастающие и умирающие без другого понятия о Боге и правде, как образ и бессмысленная молитва, будут поучаться в утешительных верованиях будущей жизни, возмездия, награды, утешения? Какое же зло и заблуждение в том, что люди умирают от болезни без помощи, когда так легко материально помочь им, и я им дам лекаря, и больницу, и приют старику? И разве не ощутительное, не несомненное благо то, что мужик, баба с ребенком не имеют дни и ночи покоя, а я дам им отдых и досуг?.. — говорил Пьер, торопясь и шепелявя. — И я это сделал, хоть плохо, хоть немного, но сделал кое-что для этого, и вы не только меня не разуверите в том, что то, что я сделал, хорошо, но и не разуверите, чтобы вы сами этого не думали. А главное, — продолжал Пьер, — я вот что знаю, и знаю верно, что наслаждение делать это добро есть единственное верное счастие жизни.",счастие,счастие,счастье,5
156,Pierre,"— Я? Я? Что я говорил вам, — вдруг сказал Пьер, вставая и начиная ходить по комнате. — Я всегда это думал... Эта девушка такое сокровище, такое... Это редкая девушка... Милый друг, я вас прошу, вы не умствуйте, не сомневайтесь, женитесь, женитесь и женитесь... И я уверен, что СЧАСТЛИВЕЕ вас не будет человека.",Том второй,Часть третья,XXII,124,"— Я? Я? Что я говорил вам, — вдруг сказал Пьер, вставая и начиная ходить по комнате. — Я всегда это думал... Эта девушка такое сокровище, такое... Это редкая девушка... Милый друг, я вас прошу, вы не умствуйте, не сомневайтесь, женитесь, женитесь и женитесь... И я уверен, что счастливее вас не будет человека.",счастливее,счастливый,счастье,6
157,Pierre,"Пьер тоже вслед за нею почти выбежал в переднюю, удерживая слезы умиления и СЧАСТЬЯ, давившие его горло, не попадая в рукава, надел шубу и сел в сани.",Том второй,Часть пятая,XXII,163,"Пьер тоже вслед за нею почти выбежал в переднюю, удерживая слезы умиления и счастья, давившие его горло, не попадая в рукава, надел шубу и сел в сани.",счастья,счастие,счастье,8
